Study ID	Patient ID	Sample ID	Age	Annotation Source	Cancer Type	Cancer Type Detailed	Cell Line Source	Characteristics	DepMap ID	Disease Ontology	Doubling Time (hrs)	Doubling Time From Vendor	Ethnicity Category	Fraction Genome Altered	Freezing Medium	Genome Doublings	Geographic Distribution	Growth Medium	Histology	Hist Subtype 1	Hist Subtype 2	Hist Subtype 3	Life Stage	Lineage	Lineage Molecular Subtype	Lineage Subtype	Lineage Sub-subtype	Mutation Count	Mutation Rate	Name	Oncotree Code	Pathologist Annotation	Ploidy	Primary Tumor Site	Proteomics 10-Plex ID	Proteomics TMT label	Purity	Race Category	Number of Samples Per Patient	Sample Type	Sex	Site of Finding	Site Subtype 1	Site Subtype 2	Site Subtype 3	Subtype	Supplements	TMB (nonsynonymous)	Tumor Type	Type Refined
ccle_broad_2019	RCCMF_KIDNEY	RCCMF_KIDNEY	NA	NA	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	NA	NA	ACH-002192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kidney	NA	renal_cell_carcinoma	clear_cell	157	NA	NA	CCRCC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Renal Carcinoma, clear cell	NA	5.36666666667	NA	kidney
ccle_broad_2019	RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	8	CCLE	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	DSMZ	small round cells growing singly or in small clumps in suspention; accasional adherent cells present	ACH-000922	acute lymphoblastic leukemia	39.3	~  30-50 hrs	Caucasian	0.1143	NA	0	NA	80-90% RPMI 1640 +10-20% h.i. FBS	Lymphoid_Neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	NA	blood	NA	ALL	b_cell	1157	348.9953553	RCH-ACV	BLL	Leukemia:ALL	2.09	Haematopoietic_And_Lymphoid_Tissue	42	129c	0.99	NA	1	Primary	Female	NA	NS	NS	NS	Acute Lymphoblastic Leukemia (ALL), B-cell	NA	38.6333333333	leukemia_other	leukemia_other
ccle_broad_2019	RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	NA	NA	ACH-001638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphocyte	NA	lymphoma_unspecified	b_cell	529	NA	NA	DLBCLNOS	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	B-cell	NA	17.8666666667	NA	NA
ccle_broad_2019	RCM1_LARGE_INTESTINE	RCM1_LARGE_INTESTINE	73	CCLE	Colorectal Cancer	Colorectal Adenocarcinoma	HSSRB	ADHERENT	ACH-000565	rectum; adenocarcinoma; well differentiated	68.5	70hrs	Asian	0.4152	5% DMSO	1	NA	RPMI:F12 1:1+10% FBS	Carcinoma	adenocarcinoma	NS	NS	NA	colorectal	NA	colorectal_adenocarcinoma	NA	381	132.1193181	RCM-1	COADREAD	Colorectal:Carcinoma	3.33	Large_Intestine	NA	NA	0.98	NA	1	Primary	Female	NA	rectum	NS	NS	Adenocarcinoma	NA	12.9333333333	colorectal	colorectal
ccle_broad_2019	RDES_BONE	RDES_BONE	19	CCLE	Bone Cancer	Ewing Sarcoma	NIBRI	NA	ACH-000041	Ewing family tumor	NA	NA	Caucasian	0.5302	NA	1	NA	NA	Ewings_Sarcoma-Peripheral_Primitive_Neuroectodermal_Tumour	NS	NS	NS	NA	bone	EWS_FLI	Ewing_sarcoma	NA	136	75.29215428	RD-ES	ES	Bone:Sarcoma_Ewing	3.03	Bone	NA	NA	1	Caucasian	1	Primary	Male	NA	NS	NS	NS	Ewings Sarcoma	NA	4.53333333333	Ewings_Sarcoma	Ewings_sarcoma
ccle_broad_2019	RD_SOFT_TISSUE	RD_SOFT_TISSUE	7	CCLE	Soft Tissue Sarcoma	Embryonal Rhabdomyosarcoma	ATCC	Adherent Spindle cells and large multinucleated cells	ACH-000169	NA	49.4	NA	Caucasian	0.4084	5%DMSO	1	NA	DMEM +10%FBS	Rhabdomyosarcoma	embryonal	NS	NS	NA	soft_tissue	NA	rhabdomyosarcoma	embryonal	280	90.01144255	RD	ERMS	Soft_Tissue:Sarcoma_Rhabdoid	2.26	Soft_Tissue	25	129n	0.99	Caucasian	1	Primary	Female	NA	striated_muscle	NS	NS	Rhabdomyosarcoma, embryonal	NA	9.33333333333	soft_tissue	soft_tissue
ccle_broad_2019	REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	61	CCLE	Mature B-Cell Neoplasms	Mantle Cell Lymphoma	DSMZ	small round cells growing singly or in  clumps in suspention	ACH-000068	mantle_cell_lymphoma	NA	~  20-40 hrs	Caucasian	0.6736	NA	0	NA	90% RPMI 1640 +10% h.i. FBS	Lymphoid_Neoplasm	mantle_cell_lymphoma	NS	NS	NA	lymphocyte	NA	non_hodgkin_lymphoma	b_cell_mantle_cell	179	84.25322655	REC-1	MCL	Lymphoma:NH_B_cell	1.84	Haematopoietic_And_Lymphoid_Tissue	34	128n	1	NA	1	Primary	Male	NA	NS	NS	NS	B-cell, Non-Hodgkins, Mantle Cell	NA	6.06666666667	lymphoma_other	B-cell_lymphoma_other
ccle_broad_2019	REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15	CCLE	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	ATCC	Lymphoblast suspension	ACH-000960	NA	62.7	NA	Caucasian	0.0412	5%DMSO	0	NA	RPMI 1640+10%FBS	Lymphoid_Neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	NA	blood	NA	ALL	b_cell	2005	485.4417354	Reh	BLL	Leukemia:ALL	1.99	Haematopoietic_And_Lymphoid_Tissue	30	130c	1	North_African	1	Primary	Female	NA	NS	NS	NS	Acute Lymphoblastic Leukemia (ALL), B-cell	NA	67.0333333333	B-cell_ALL	B-cell_ALL
ccle_broad_2019	RERFGC1B_STOMACH	RERFGC1B_STOMACH	41	CCLE	Esophagogastric Cancer	Stomach Adenocarcinoma	NIBRI	NA	ACH-000144	NA	NA	NA	Asian	0.7735	NA	1	japan	NA	Carcinoma	NS	NS	NS	NA	gastric	NA	gastric_adenocarcinoma	NA	269	113.3381055	RERF-GC-1B	STAD	Gastric:Carcinoma	2.74	Stomach	NA	NA	1	Asian	1	Metastasis	Male	lymph_node	NS	NS	NS	Adenocarcinoma	NA	9.23333333333	stomach	stomach
ccle_broad_2019	RERFLCAD1_LUNG	RERFLCAD1_LUNG	70	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	HSRRB	ADHERENT	ACH-000791	NA	194.7	NA	Asian	0.4711	5% DMSO	1	NA	RPMI-1640+10% FBS	Carcinoma	adenocarcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_adenocarcinoma	365	211.7713008	RERF-LC-Ad1	LUAD	Lung:NSCLC_Adeno	3.48	Lung	NA	NA	1	Asian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	12.2666666667	lung_NSC	lung_NSC
ccle_broad_2019	RERFLCAD2_LUNG	RERFLCAD2_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	HSSRB	adherent epithelial-like	ACH-000774	NA	70.1	NA	Asian	0.6542	5% DMSO	1	NA	RPMI-1640+10% FBS	Carcinoma	adenocarcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_adenocarcinoma	331	215.9785902	RERF-LC-Ad2	LUAD	Lung:NSCLC_Adeno	2.82	Lung	NA	NA	1	Asian	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	10.9333333333	lung_NSC	lung_NSC
ccle_broad_2019	RERFLCAI_LUNG	RERFLCAI_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	RIKEN	EPITHELIAL-LIKE ADHERENT CELLS	ACH-000261	lung_cancer	51.3	NA	Asian	0.4028	5%DMSO	1	NA	MEM+10%FBS	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_squamous	164	124.6755319	RERF-LC-AI	LUSC	Lung:NSCLC_Squamous	2.37	Lung	NA	NA	1	NA	1	Primary	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	5.46666666667	lung_NSC	lung_NSC
ccle_broad_2019	RERFLCFM_LUNG	RERFLCFM_LUNG	NA	NA	Small Cell Lung Cancer	Small Cell Lung Cancer	NA	NA	ACH-002193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lung	NA	SCLC	NA	493	NA	NA	SCLC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Small Cell Lung Cancer (SCLC)	NA	16.5333333333	NA	lung_small_cell
ccle_broad_2019	RERFLCKJ_LUNG	RERFLCKJ_LUNG	78	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	HSSRB	adherent epithelial-like	ACH-000482	lung_cancer	56.5	53hrs	Asian	0.4915	5% DMSO	1	NA	RPMI-1640+10% FBS	Carcinoma	non_small_cell_carcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_adenocarcinoma	349	161.3323387	RERF-LC-KJ	LUAD	Lung:NSCLC_Others	2.99	Lung	NA	NA	0.99	NA	1	Primary	Male	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NA	11.7333333333	lung_NSC	lung_NSC
ccle_broad_2019	RERFLCMS_LUNG	RERFLCMS_LUNG	NA	CCLE	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	JCRB	Adherent; dt=42.7 hrs	ACH-000062	lung_cancer	68.9	NA	Asian	0.3188	5% DMSO	1	NA	EMEM+10%FBS	Carcinoma	non_small_cell_carcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_adenocarcinoma	230	105.6808319	RERF-LC-MS	LUAD	Lung:NSCLC_Others	2.48	Lung	1	129c	1	Asian	1	Primary	NA	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma	NEAA	7.9	lung_NSC	lung_NSC
ccle_broad_2019	RERFLCSQ1_LUNG	RERFLCSQ1_LUNG	74	CCLE	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	HSRRB	ADHERENT; 0.05% TRYPSIN	ACH-000442	Lung Cancer	NA	NA	Asian	0.5510	5%DMSO	1	NA	RPMI-1640 +10% FBS	Carcinoma	squamous_cell_carcinoma	NS	NS	NA	lung	NA	NSCLC	NSCLC_squamous	283	150.1872136	RERF-LC-Sq1	LUSC	NA	2.78	Lung	16	130n	1	Asian	1	Primary	Female	NA	NS	NS	NS	Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma	NA	9.56666666667	lung_NSC	lung_NSC
ccle_broad_2019	RF48_STOMACH	RF48_STOMACH	NA	NA	Esophagogastric Cancer	Stomach Adenocarcinoma	NA	NA	ACH-002301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lymphocyte	NA	non_hodgkin_lymphoma	b_cell	203	NA	NA	STAD	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	B-cell, Non-Hodgkins	NA	6.8	NA	stomach
ccle_broad_2019	RH18_SOFT_TISSUE	RH18_SOFT_TISSUE	2	CCLE	Soft Tissue Sarcoma	Alveolar Rhabdomyosarcoma	DSMZ	large transparent epitheloid cells, partially with long extentions, growing as monolayers	ACH-000689	NA	NA	~  60-70 hrs	NA	0.5255	NA	2	NA	80% RPMI 1640 +20% h.i. FBS	Rhabdomyosarcoma	alveolar	NS	NS	pediatric	soft_tissue	NA	rhabdomyosarcoma	NA	257	138.7127299	RH-18	ARMS	Soft_Tissue:Sarcoma_Rhabdoid	3.69	Soft_Tissue	NA	NA	0.98	NA	1	Primary	Female	NA	striated_muscle	abdomen	NS	Rhabdomyosarcoma	NA	8.9	soft_tissue	soft_tissue
ccle_broad_2019	RH1_SOFT_TISSUE	RH1_SOFT_TISSUE	NA	NA	Bone Cancer	Ewing Sarcoma	NA	NA	ACH-002194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bone	NA	Ewing_sarcoma	NA	220	NA	NA	ES	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Ewings Sarcoma	NA	7.33333333333	NA	Ewings_sarcoma
ccle_broad_2019	RH28_SOFT_TISSUE	RH28_SOFT_TISSUE	NA	NA	Soft Tissue Sarcoma	Alveolar Rhabdomyosarcoma	NA	NA	ACH-001740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	soft_tissue	NA	rhabdomyosarcoma	alveolar	301	NA	NA	ARMS	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Rhabdomyosarcoma, alveolar	NA	10.5	NA	NA
ccle_broad_2019	RH30_SOFT_TISSUE	RH30_SOFT_TISSUE	17	CCLE	Soft Tissue Sarcoma	Alveolar Rhabdomyosarcoma	DSMZ	adherent epithelial-like cells growing as monolayer	ACH-000833	NA	NA	~  35 hrs	Caucasian	0.4922	NA	2	NA	90-95% RPMI 1640 +5-10 h.i. FBS	Rhabdomyosarcoma	alveolar	NS	NS	NA	soft_tissue	NA	rhabdomyosarcoma	alveolar	442	195.104647	RH-30	ARMS	Soft_Tissue:Sarcoma_Rhabdoid	4.6	Soft_Tissue	35	128c	0.98	Caucasian	1	Metastasis	Male	bone_marrow	striated_muscle	NS	NS	Rhabdomyosarcoma, alveolar	NA	14.8333333333	soft_tissue	soft_tissue
ccle_broad_2019	RH36_SOFT_TISSUE	RH36_SOFT_TISSUE	NA	NA	Soft Tissue Sarcoma	Embryonal Rhabdomyosarcoma	NA	NA	ACH-001751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	soft_tissue	NA	rhabdomyosarcoma	embryonal	299	NA	NA	ERMS	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Rhabdomyosarcoma, embryonal	NA	10.1666666667	NA	NA
ccle_broad_2019	RH41_SOFT_TISSUE	RH41_SOFT_TISSUE	NA	CCLE	Soft Tissue Sarcoma	Alveolar Rhabdomyosarcoma	DSMZ	adherent, epithelial-like cells growing as monolayers	ACH-000100	NA	NA	~  2-3 days	Caucasian	0.4386	NA	1	NA	90% RPMI 1640 +10% h,i, FBS	Rhabdomyosarcoma	alveolar	NS	NS	NA	soft_tissue	NA	rhabdomyosarcoma	alveolar	231	85.54240658	RH-41	ARMS	Soft_Tissue:Sarcoma_Rhabdoid	3.34	Soft_Tissue	27	128n	0.97	NA	1	Metastasis	Female	liver	striated_muscle	NS	NS	Rhabdomyosarcoma, alveolar	NA	7.73333333333	soft_tissue	soft_tissue
ccle_broad_2019	RH4_SOFT_TISSUE	RH4_SOFT_TISSUE	NA	NA	Soft Tissue Sarcoma	Alveolar Rhabdomyosarcoma	NA	NA	ACH-001765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	soft_tissue	NA	rhabdomyosarcoma	alveolar	249	NA	NA	ARMS	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Rhabdomyosarcoma, alveolar	NA	8.3	NA	NA
ccle_broad_2019	RHJT_SOFT_TISSUE	RHJT_SOFT_TISSUE	NA	NA	Soft Tissue Sarcoma	Alveolar Rhabdomyosarcoma	NA	NA	ACH-001745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	soft_tissue	NA	rhabdomyosarcoma	alveolar	138	NA	NA	ARMS	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Rhabdomyosarcoma, alveolar	NA	4.8	NA	NA
ccle_broad_2019	RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	57	CCLE	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	DSMZ	large round cells growing in suspention	ACH-000398	b_cell_non_hodgkin_lymphoma	NA	~  48-72 hrs	Caucasian	0.2132	NA	0	NA	90% RPMI 1640 +10% h.i. FBS	Lymphoid_Neoplasm	B_cell_lymphoma_unspecified	NS	NS	NA	lymphocyte	NA	non_hodgkin_lymphoma	b_cell	124	124.7637218	RI-1	MBN	Lymphoma:NH_B_cell	2.16	Haematopoietic_And_Lymphoid_Tissue	NA	NA	1	NA	1	Primary	Female	NA	NS	NS	NS	B-cell, Non-Hodgkins	NA	4.1	lymphoma_other	B-cell_lymphoma_other
ccle_broad_2019	RKN_SOFT_TISSUE	RKN_SOFT_TISSUE	45	CCLE	Soft Tissue Sarcoma	Leiomyosarcoma	HSSRB	epithelial-like	ACH-000505	NA	NA	NA	Asian	0.3667	NA	2	japan	Han's F12 medium 90% with 10% fetal bovine serum	Leiomyosarcoma	NS	NS	NS	NA	soft_tissue	NA	leiomyosarcoma	NA	274	165.9472722	RKN	LMS	Soft_Tissue:Sarcoma_Leiomyo	4.63	Soft_Tissue	NA	NA	1	Asian	1	Primary	Female	NA	smooth_muscle	ovary	NS	Leiomyosarcoma	NA	9.33333333333	ovary	ovary
ccle_broad_2019	RKO_LARGE_INTESTINE	RKO_LARGE_INTESTINE	NA	CCLE	Colorectal Cancer	Colorectal Adenocarcinoma	ATCC	adherent epithelial	ACH-000943	NA	25.6	NA	African_american	0.1421	5% DMSO	0	NA	EMEM+ 10% FBS	Carcinoma	adenocarcinoma	NS	NS	NA	colorectal	MSI	colorectal_adenocarcinoma	NA	3424	495.0790703	RKO	COADREAD	Colorectal:Carcinoma	2.15	Large_Intestine	4	129n	1	NA	1	Primary	NA	NA	colon	NS	NS	Adenocarcinoma	NA	114.666666667	colorectal	colorectal
ccle_broad_2019	RL952_ENDOMETRIUM	RL952_ENDOMETRIUM	65	CCLE	Endometrial Cancer	Endometrial Carcinoma	NIBRI	NA	ACH-000965	NA	NA	NA	Caucasian	0.1162	NA	0	NA	NA	Carcinoma	mixed_adenosquamous_carcinoma	NS	NS	NA	uterus	NA	endometrial_adenosquamous	NA	2470	580.6253132	RL95-2	UCEC	Endometrium:Carcinoma	2.05	Endometrium	NA	NA	1	Caucasian	1	Primary	Female	NA	NS	NS	NS	Endometrial Adenosquamous Carcinoma	NA	83.0666666667	endometrium	endometrium
ccle_broad_2019	RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	52	CCLE	Mature B-Cell Neoplasms	Mature B-Cell Neoplasms	NA	suspension	ACH-000371	non-Hodgkins lymphoma	62.5	NA	Caucasian	0.1923	5% DMSO	0	NA	RPMI1640+20%FBS	Lymphoid_Neoplasm	B_cell_lymphoma_unspecified	NS	NS	NA	lymphocyte	NA	non_hodgkin_lymphoma	b_cell	345	108.5911079	RL	MBN	Lymphoma:NH_B_cell	2.11	Haematopoietic_And_Lymphoid_Tissue	40	129c	1	Caucasian	1	Metastasis	Male	ascites	NS	NS	NS	B-cell, Non-Hodgkins	NA	11.5	lymphoma_other	B-cell_lymphoma_other
ccle_broad_2019	RMGI_OVARY	RMGI_OVARY	34	CCLE	Ovarian Cancer	Clear Cell Ovarian Cancer	NIBRI	NA	ACH-000719	NA	NA	NA	Asian	0.2427	NA	0	NA	NA	Carcinoma	clear_cell_carcinoma	NS	NS	NA	ovary	NA	ovary_adenocarcinoma	clear_cell	250	217.4137109	RMG-I	CCOV	Ovary:Carcinoma	2.18	Ovary	NA	NA	0.99	NA	1	Primary	Female	NA	NS	NS	NS	Adenocarcinoma, clear cell	NA	8.56666666667	ovary	ovary
ccle_broad_2019	RMS13_SOFT_TISSUE	RMS13_SOFT_TISSUE	NA	NA	Soft Tissue Sarcoma	Fibrosarcoma	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIBS	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ccle_broad_2019	RMUGS_OVARY	RMUGS_OVARY	62	CCLE	Ovarian Cancer	Ovarian Epithelial Tumor	NIBRI	NA	ACH-000701	NA	NA	NA	Asian	0.9354	NA	0	NA	NA	Carcinoma	adenocarcinoma	NS	NS	NA	ovary	NA	ovary_adenocarcinoma	mucinous	238	178.9165928	RMUG-S	OVT	Ovary:Carcinoma	1.76	Ovary	31	129n	1	NA	1	Primary	Female	NA	NS	NS	NS	Cystadenocarcinoma, mucinous	NA	8.03333333333	ovary	ovary
ccle_broad_2019	RO82W1_THYROID	RO82W1_THYROID	NA	NA	Thyroid Cancer	Follicular Thyroid Cancer	NA	NA	ACH-001384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	thyroid	NA	thyroid_carcinoma	follicular	111	NA	NA	THFO	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Carcinoma, follicular	NA	3.83333333333	NA	thyroid
ccle_broad_2019	ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	NA	NA	ACH-001639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blood	NA	ALL	b_cell	181	NA	NA	BLL	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Acute Lymphoblastic Leukemia (ALL), B-cell	NA	6.0	NA	B-cell_ALL
ccle_broad_2019	RPMI2650_UPPER_AERODIGESTIVE_TRACT	RPMI2650_UPPER_AERODIGESTIVE_TRACT	NA	NA	Head and Neck Cancer	Head and Neck Squamous Cell Carcinoma	NA	NA	ACH-001385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	upper_aerodigestive	NA	upper_aerodigestive_squamous	NA	117	NA	NA	HNSC	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Squamous Cell Carcinoma	NA	3.83333333333	NA	upper_aerodigestive
ccle_broad_2019	RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	CCLE	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	NIBRI	NA	ACH-001182	NA	NA	NA	Caucasian	0.0236	NA	NA	NA	NA	Lymphoblastoid	B_cell	NS	NS	NA	unknown	NA	NA	NA	104	NA	RPMI 6666	BLL	NA	NA	Haematopoietic_And_Lymphoid_Tissue	NA	NA	NA	NA	1	Primary	NA	NA	NS	NS	NS	NA	NA	3.7	lymphoma_Hodgkin	lymphoma_Hodgkin
ccle_broad_2019	RPMI7951_SKIN	RPMI7951_SKIN	18	CCLE	Melanoma	Cutaneous Melanoma	ATCC	EPITHELIAL, ADHERENT	ACH-000348	melanoma	52.9	NA	Caucasian	0.7316	5%DMSO	1	NA	EMEM+10%FBS	Malignant_Melanoma	NS	NS	NS	NA	skin	NA	melanoma	NA	243	98.68563984	RPMI-7951	SKCM	Skin:Melanoma	2.53	Skin	1	129n	1	Caucasian	1	Metastasis	Female	lymph_node	NS	NS	NS	Melanoma	NA	8.26666666667	melanoma	melanoma
ccle_broad_2019	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	61	CCLE	Mature B-Cell Neoplasms	Plasma Cell Myeloma	ATCC	Lymphoblast, suspension	ACH-000817	myeloma	76.6	NA	African_american	0.6510	5% DMSO	1	NA	RPMI-1640+ 10% FBS	Lymphoid_Neoplasm	plasma_cell_myeloma	NS	NS	NA	plasma_cell	NA	multiple_myeloma	plasmacytoma	482	169.3069282	RPMI 8226	PCM	Lymphoma:Multiple_Myeloma	2.98	Haematopoietic_And_Lymphoid_Tissue	35	129n	0.99	NA	1	Primary	Male	NA	NS	NS	NS	Multiple Myeloma, plasmacytoma	NA	16.3666666667	multiple_myeloma	multiple_myeloma
ccle_broad_2019	RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16	CCLE	T-Lymphoblastic Leukemia/Lymphoma	T-Lymphoblastic Leukemia/Lymphoma	DSMZ	SUSPENSION	ACH-000636	TALL	51.7	NA	Caucasian	0.3039	5% DMSO	0	NA	RPMI-1640+ 10% FBS	Lymphoid_Neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	NA	blood	NA	ALL	t_cell	516	146.5725381	RPMI-8402	TLL	Leukemia:ALL	1.95	Haematopoietic_And_Lymphoid_Tissue	NA	NA	0.99	NA	1	Primary	Female	NA	NS	NS	NS	Acute Lymphoblastic Leukemia (ALL), T-cell	NA	17.2333333333	T-cell_ALL	T-cell_ALL
ccle_broad_2019	RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Myeloproliferative Neoplasms	Chronic Myelogenous Leukemia	NA	NA	ACH-002302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blood	NA	CML	NA	446	NA	NA	CML	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	Chronic Myelogenous Leukemia (CML)	NA	14.8666666667	NA	CML
ccle_broad_2019	RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	32	CCLE	B-Lymphoblastic Leukemia/Lymphoma	B-Lymphoblastic Leukemia/Lymphoma	ATCC	Suspension	ACH-000874	NA	181.7	NA	Caucasian	0.1239	5%DMSO	0	NA	RPMI-1640+10% FBS	Lymphoid_Neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	NA	blood	NA	ALL	b_cell	1043	266.6254865	RS4;11	BLL	Leukemia:ALL	2.03	Haematopoietic_And_Lymphoid_Tissue	NA	NA	0.99	Caucasian	1	Primary	Female	NA	NS	NS	NS	Acute Lymphoblastic Leukemia (ALL), B-cell	NA	35.0666666667	B-cell_ALL	B-cell_ALL
ccle_broad_2019	RS5_FIBROBLAST	RS5_FIBROBLAST	78	CCLE	Lung Cancer, NOS	Lung	DSMZ	adherent, sarcomatoid-like cells growing in monolayers	ACH-000531	NA	NA	4 days	Caucasian	NA	5% DMSO	NA	NA	90% NCTC-109 + 10% h.i. FBS	Mesothelioma	NS	NS	NS	NA	fibroblast	NA	fibroblast_lung	NA	182	125.6526304	RS-5	LUNG	NA	NA	Pleura	NA	NA	NA	NA	1	Metastasis	Male	pleura	NS	NS	NS	Lung	2mM L-glutamine	6.1	mesothelioma	fibroblast_like
